,Fish_ID,Beas_population_code,Population_old_code,Harvested,Head.time.moving,Head.total.time,Head.raw.speed,Head.speed.moving,Head.time.stationary,Trial,Treatment,Normalized_Time.moving,FSR,FastestFSR,Status,FastestStatus,Aquarium,Acclimation,Sex,Weight_start,Weight_end,Length_start,Length_end,SGR,Weight_resp,SGR_length,MMR_mghg,SMR_mghg,MMR_scaled,SMR_scaled,AS,Harvest2,Length2,FastestFSR2
753,1fg,2,1,Random,NA,870.5333333,NA,NA,NA,1,Normoxia,NA,NA,NA,NA,NA,1,Hypoxia acclimated,F,0.23,0.45,20.5,25.5,1.16,0.41,0.38,1.035,0.272,0.32,0.088,0.232,Random,20,NA
754,1fg,2,1,Random,NA,882.5333333,NA,NA,NA,2,Recovery,NA,NA,NA,NA,NA,1,Hypoxia acclimated,F,0.23,0.45,20.5,25.5,1.16,0.41,0.38,NA,NA,NA,NA,NA,Random,20,NA
755,1fl,5,2,Random,NA,894.6,NA,NA,NA,3,Hypoxia,NA,NA,NA,0,0,1,Hypoxia acclimated,F,0.24,0.57,22.5,28.5,1.49,0.52,0.41,0.641,0.087,0.205,0.03,0.175,Random,28,NA
756,1fl,5,2,Random,NA,870.5333333,NA,NA,NA,1,Normoxia,NA,NA,49,0,1,1,Hypoxia acclimated,F,0.24,0.57,22.5,28.5,1.49,0.52,0.41,0.769,0.149,0.246,0.052,0.194,Random,22,49
757,1fl,5,2,Random,NA,882.5333333,NA,NA,NA,2,Recovery,NA,NA,NA,0,0,1,Hypoxia acclimated,F,0.24,0.57,22.5,28.5,1.49,0.52,0.41,NA,NA,NA,NA,NA,Random,22,NA
758,1fp,8,3,Random,NA,894.6,NA,NA,NA,3,Hypoxia,NA,7,6,1,1,1,Hypoxia acclimated,F,0.19,0.2,20.5,21.5,0.09,0.19,0.08,0.881,0.175,0.245,0.046,0.199,Random,22,6
759,1fp,8,3,Random,NA,870.5333333,NA,NA,NA,1,Normoxia,NA,5,5,1,1,1,Hypoxia acclimated,F,0.19,0.2,20.5,21.5,0.09,0.19,0.08,1.255,0.351,0.349,0.091,0.258,Random,20,5
760,1fp,8,3,Random,NA,882.5333333,NA,NA,NA,2,Recovery,NA,8,8,1,1,1,Hypoxia acclimated,F,0.19,0.2,20.5,21.5,0.09,0.19,0.08,NA,NA,NA,NA,NA,Random,20,8
761,1mb,2,1,Random,NA,894.6,NA,NA,NA,3,Hypoxia,NA,NA,78,0,1,1,Hypoxia acclimated,M,0.1,0.12,16,18,0.31,0.11,0.2,1.234,0.268,0.318,0.059,0.259,Random,18,78
762,1mb,2,1,Random,NA,870.5333333,NA,NA,NA,1,Normoxia,NA,17,10,1,1,1,Hypoxia acclimated,M,0.1,0.12,16,18,0.31,0.11,0.2,1.097,0.533,0.282,0.118,0.164,Random,16,10
763,1mb,2,1,Random,NA,882.5333333,NA,NA,NA,2,Recovery,NA,52,52,1,1,1,Hypoxia acclimated,M,0.1,0.12,16,18,0.31,0.11,0.2,NA,NA,NA,NA,NA,Random,16,52
764,1mg,5,2,Random,NA,894.6,NA,NA,NA,3,Hypoxia,NA,NA,29,0,1,1,Hypoxia acclimated,M,0.14,0.17,18.5,19,0.33,0.15,0.05,0.744,0.256,0.2,0.062,0.138,Random,19,29
765,1mg,5,2,Random,NA,870.5333333,NA,NA,NA,1,Normoxia,NA,NA,30,0,1,1,Hypoxia acclimated,M,0.14,0.17,18.5,19,0.33,0.15,0.05,0.724,0.478,0.195,0.116,0.079,Random,18,6
766,1mg,5,2,Random,NA,882.5333333,NA,NA,NA,2,Recovery,NA,27,102,1,1,1,Hypoxia acclimated,M,0.14,0.17,18.5,19,0.33,0.15,0.05,NA,NA,NA,NA,NA,Random,18,27
767,1ml,5,2,Random,NA,894.6,NA,NA,NA,3,Hypoxia,NA,NA,NA,NA,NA,1,Hypoxia acclimated,M,0.13,0.14,17.5,18.5,0.13,0.12,0.1,1.227,0.328,0.32,0.075,0.245,Random,18,NA
768,1ml,5,2,Random,NA,870.5333333,NA,NA,NA,1,Normoxia,NA,NA,NA,NA,NA,1,Hypoxia acclimated,M,0.13,0.14,17.5,18.5,0.13,0.12,0.1,1.214,0.505,0.316,0.115,0.201,Random,18,NA
769,1ml,5,2,Random,NA,882.5333333,NA,NA,NA,2,Recovery,NA,NA,NA,NA,NA,1,Hypoxia acclimated,M,0.13,0.14,17.5,18.5,0.13,0.12,0.1,NA,NA,NA,NA,NA,Random,18,NA
770,1mp,8,3,Random,NA,894.6,NA,NA,NA,3,Hypoxia,NA,5,28,1,1,1,Hypoxia acclimated,M,0.13,0.16,19.5,19.5,0.36,0.16,0,1.319,0.288,0.358,0.071,0.287,Random,20,5
771,1mp,8,3,Random,NA,870.5333333,NA,NA,NA,1,Normoxia,NA,6,6,1,1,1,Hypoxia acclimated,M,0.13,0.16,19.5,19.5,0.36,0.16,0,1.155,0.481,0.313,0.119,0.194,Random,20,6
772,1mp,8,3,Random,NA,882.5333333,NA,NA,NA,2,Recovery,NA,35,134,1,1,1,Hypoxia acclimated,M,0.13,0.16,19.5,19.5,0.36,0.16,0,NA,NA,NA,NA,NA,Random,20,7
773,2fb,1,1,Small,NA,871.3333333,NA,NA,NA,3,Recovery,NA,NA,6,0,1,2,Normoxia acclimated,F,0.17,0.72,19,30,2.49,0.44,0.79,NA,NA,NA,NA,NA,Positive,30,6
774,2fg,6,2,Small,NA,871.3333333,NA,NA,NA,3,Recovery,NA,NA,47,0,1,2,Normoxia acclimated,F,0.12,0.34,18.5,23,1.8,0.25,0.38,NA,NA,NA,NA,NA,Positive,23,47
775,2fl,9,3,Small,NA,871.3333333,NA,NA,NA,3,Recovery,NA,NA,5,0,1,2,Normoxia acclimated,F,0.29,0.54,23.5,27.5,1.07,0.51,0.27,NA,NA,NA,NA,NA,Positive,28,5
776,2fp,9,3,Small,NA,871.3333333,NA,NA,NA,3,Recovery,NA,NA,NA,NA,NA,2,Normoxia acclimated,F,0.3,0.58,23.5,28.5,1.14,0.43,0.33,NA,NA,NA,NA,NA,Positive,28,NA
777,2mb,1,1,Small,NA,871.3333333,NA,NA,NA,3,Recovery,NA,7,6,1,1,2,Normoxia acclimated,M,0.05,0.07,15.5,16,0.58,0.09,0.05,NA,NA,NA,NA,NA,Positive,16,6
778,2mg,1,1,Small,NA,871.3333333,NA,NA,NA,3,Recovery,NA,41,41,1,1,2,Normoxia acclimated,M,0.06,0.07,15.5,15.5,0.27,0.07,0,NA,NA,NA,NA,NA,Positive,16,41
779,2ml,6,2,Small,NA,871.3333333,NA,NA,NA,3,Recovery,NA,NA,17,0,1,2,Normoxia acclimated,M,0.09,0.1,15.5,17.5,0.18,0.14,0.21,NA,NA,NA,NA,NA,Positive,18,17
780,2mp,9,3,Small,NA,871.3333333,NA,NA,NA,3,Recovery,NA,NA,NA,0,0,2,Normoxia acclimated,M,0.12,0.13,17,18,0.14,0.13,0.1,NA,NA,NA,NA,NA,Positive,18,NA
781,4fb,2,1,Random,NA,876.7333333,NA,NA,NA,2,Hypoxia,NA,NA,NA,NA,NA,4,Normoxia acclimated,F,0.16,0.52,20,26.5,2.03,0.3,0.49,0.767,0.221,0.227,0.066,0.137,Random,20,NA
782,4fb,2,1,Random,NA,907.8,NA,NA,NA,3,Normoxia,NA,NA,NA,NA,NA,4,Normoxia acclimated,F,0.16,0.52,20,26.5,2.03,0.3,0.49,0.767,0.302,0.227,0.09,0.137,Random,26,NA
783,4fb,2,1,Random,NA,891.2666667,NA,NA,NA,2,Recovery,NA,NA,NA,NA,NA,4,Normoxia acclimated,F,0.16,0.52,20,26.5,2.03,0.3,0.49,NA,NA,NA,NA,NA,Random,20,NA
784,4fg,5,2,Random,NA,876.7333333,NA,NA,NA,2,Hypoxia,NA,79,34,1,1,4,Normoxia acclimated,F,0.23,0.8,22,30.5,2.15,0.72,0.56,0.461,0.283,0.154,0.108,0.046,Random,22,34
785,4fg,5,2,Random,NA,907.8,NA,NA,NA,3,Normoxia,NA,38,27,1,1,4,Normoxia acclimated,F,0.23,0.8,22,30.5,2.15,0.72,0.56,0.774,0.329,0.259,0.126,0.133,Random,30,6
786,4fg,5,2,Random,NA,891.2666667,NA,NA,NA,2,Recovery,NA,29,29,1,1,4,Normoxia acclimated,F,0.23,0.8,22,30.5,2.15,0.72,0.56,NA,NA,NA,NA,NA,Random,22,6
787,4fl,8,3,Random,NA,876.7333333,NA,NA,NA,2,Hypoxia,NA,NA,24,0,1,4,Normoxia acclimated,F,0.19,0.35,20,25,1.05,0.39,0.38,0.493,0.188,0.152,0.06,0.092,Random,20,24
788,4fl,8,3,Random,NA,907.8,NA,NA,NA,3,Normoxia,NA,NA,32,0,1,4,Normoxia acclimated,F,0.19,0.35,20,25,1.05,0.39,0.38,0.972,0.3,0.299,0.096,0.203,Random,25,32
789,4fl,8,3,Random,NA,891.2666667,NA,NA,NA,2,Recovery,NA,NA,7,0,1,4,Normoxia acclimated,F,0.19,0.35,20,25,1.05,0.39,0.38,NA,NA,NA,NA,NA,Random,20,7
790,4fp,8,3,Random,NA,876.7333333,NA,NA,NA,2,Hypoxia,NA,NA,NA,NA,NA,4,Normoxia acclimated,F,0.17,0.62,20,27,2.23,0.43,0.52,0.523,0.181,0.163,0.06,0.103,Random,20,NA
791,4fp,8,3,Random,NA,907.8,NA,NA,NA,3,Normoxia,NA,NA,NA,NA,NA,4,Normoxia acclimated,F,0.17,0.62,20,27,2.23,0.43,0.52,0.964,0.301,0.3,0.099,0.201,Random,27,NA
792,4fp,8,3,Random,NA,891.2666667,NA,NA,NA,2,Recovery,NA,NA,NA,NA,NA,4,Normoxia acclimated,F,0.17,0.62,20,27,2.23,0.43,0.52,NA,NA,NA,NA,NA,Random,20,NA
793,4mb,8,1,Random,NA,876.7333333,NA,NA,NA,2,Hypoxia,NA,71,45,1,1,4,Normoxia acclimated,M,0.09,0.01,16,17,-3.79,0.1,0.1,0.901,0.185,0.229,0.04,0.189,Random,16,45
794,4mb,8,1,Random,NA,907.8,NA,NA,NA,3,Normoxia,NA,6,6,1,1,4,Normoxia acclimated,M,0.09,0.01,16,17,-3.79,0.1,0.1,1.09,0.608,0.277,0.131,0.146,Random,17,6
795,4mb,8,1,Random,NA,891.2666667,NA,NA,NA,2,Recovery,NA,55,34,1,1,4,Normoxia acclimated,M,0.09,0.01,16,17,-3.79,0.1,0.1,NA,NA,NA,NA,NA,Random,16,5
796,4mg,5,2,Random,NA,876.7333333,NA,NA,NA,2,Hypoxia,NA,41,41,1,1,4,Normoxia acclimated,M,0.1,0.12,16.5,17,0.31,0.11,0.05,0.682,0.06,0.176,0.013,0.163,Random,16,6
797,4mg,5,2,Random,NA,907.8,NA,NA,NA,3,Normoxia,NA,NA,5,0,1,4,Normoxia acclimated,M,0.1,0.12,16.5,17,0.31,0.11,0.05,0.928,0.592,0.239,0.131,0.108,Random,17,5
798,4mg,5,2,Random,NA,891.2666667,NA,NA,NA,2,Recovery,NA,64,5,1,1,4,Normoxia acclimated,M,0.1,0.12,16.5,17,0.31,0.11,0.05,NA,NA,NA,NA,NA,Random,16,5
799,4ml,5,2,Random,NA,876.7333333,NA,NA,NA,2,Hypoxia,NA,6,4,1,1,4,Normoxia acclimated,M,0.11,0.13,17,18,0.29,0.12,0.1,0.738,0.26,0.192,0.059,0.133,Random,17,4
800,4ml,5,2,Random,NA,907.8,NA,NA,NA,3,Normoxia,NA,5,5,1,1,4,Normoxia acclimated,M,0.11,0.13,17,18,0.29,0.12,0.1,0.647,0.479,0.169,0.109,0.06,Random,18,5
801,4ml,5,2,Random,NA,891.2666667,NA,NA,NA,2,Recovery,NA,5,5,1,1,4,Normoxia acclimated,M,0.11,0.13,17,18,0.29,0.12,0.1,NA,NA,NA,NA,NA,Random,17,5
802,4mp,8,3,Random,NA,876.7333333,NA,NA,NA,2,Hypoxia,NA,NA,108,0,1,4,Normoxia acclimated,M,0.09,0.09,16,16,0,0.09,0,1.081,0.075,0.271,0.016,0.255,Random,16,35
803,4mp,8,3,Random,NA,907.8,NA,NA,NA,3,Normoxia,NA,NA,5,0,1,4,Normoxia acclimated,M,0.09,0.09,16,16,0,0.09,0,1.227,0.714,0.307,0.15,0.157,Random,16,5
804,4mp,8,3,Random,NA,891.2666667,NA,NA,NA,2,Recovery,NA,NA,4,0,1,4,Normoxia acclimated,M,0.09,0.09,16,16,0,0.09,0,NA,NA,NA,NA,NA,Random,16,4
805,5fb,1,1,Small,NA,866.4,NA,NA,NA,2,Hypoxia,NA,6,6,1,1,5,Hypoxia acclimated,F,0.18,0.23,20,22.5,0.42,0.32,0.2,0.611,0.202,0.183,0.061,0.122,Positive,20,6
806,5fg,1,1,Small,NA,866.4,NA,NA,NA,2,Hypoxia,NA,6,6,1,1,5,Hypoxia acclimated,F,0.13,0.43,18,25.5,2.06,0.4,0.6,0.525,0.158,0.162,0.051,0.111,Positive,18,6
807,5fl,6,2,Small,NA,866.4,NA,NA,NA,2,Hypoxia,NA,NA,NA,NA,NA,5,Hypoxia acclimated,F,0.19,0.38,20.5,24,1.2,0.36,0.27,0.758,0.122,0.23,0.038,0.192,Positive,20,NA
808,5fp,9,3,Small,NA,866.4,NA,NA,NA,2,Hypoxia,NA,17,17,1,1,5,Hypoxia acclimated,F,0.19,0.42,21,25.5,1.37,0.42,0.33,0.55,0.207,0.171,0.068,0.103,Positive,21,6
809,5mb,1,1,Small,NA,866.4,NA,NA,NA,2,Hypoxia,NA,5,5,1,1,5,Hypoxia acclimated,M,0.07,0.08,12.5,16,0.23,0.09,0.43,0.266,0.074,0.067,0.015,0.052,Positive,12,5
810,5mg,6,2,Small,NA,866.4,NA,NA,NA,2,Hypoxia,NA,6,39,1,1,5,Hypoxia acclimated,M,0.08,0.09,15,15.5,0.2,0.09,0.06,0.688,0.068,0.172,0.014,0.158,Positive,15,5
811,5ml,6,2,Small,NA,866.4,NA,NA,NA,2,Hypoxia,NA,6,5,1,1,5,Hypoxia acclimated,M,0.1,0.12,16.5,18,0.31,0.12,0.15,1.057,0.169,0.275,0.038,0.237,Positive,16,5
812,5mp,9,3,Small,NA,866.4,NA,NA,NA,2,Hypoxia,NA,NA,NA,NA,NA,5,Hypoxia acclimated,M,0.11,0.12,17.5,18,0.15,0.12,0.05,0.894,0.254,0.233,0.058,0.175,Positive,18,NA
813,7fb,3,1,Large,NA,879,NA,NA,NA,1,Normoxia,NA,NA,6,0,1,7,Normoxia acclimated,F,0.2,0.25,20,21.5,0.38,0.21,0.12,1.241,0.341,0.35,0.091,0.259,Negative,20,6
814,7fb,3,1,Large,NA,1143.533333,NA,NA,NA,1,Recovery,NA,NA,33,0,1,7,Normoxia acclimated,F,0.2,0.25,20,21.5,0.38,0.21,0.12,NA,NA,NA,NA,NA,Negative,20,6
815,7fg,4,2,Large,NA,879,NA,NA,NA,1,Normoxia,NA,NA,NA,NA,NA,7,Normoxia acclimated,F,0.22,1.11,22.5,32,2.79,0.81,0.61,0.66,0.163,0.225,0.065,0.16,Negative,22,NA
816,7fg,4,2,Large,NA,1143.533333,NA,NA,NA,1,Recovery,NA,NA,NA,NA,NA,7,Normoxia acclimated,F,0.22,1.11,22.5,32,2.79,0.81,0.61,NA,NA,NA,NA,NA,Negative,22,NA
817,7fl,7,3,Large,NA,879,NA,NA,NA,1,Normoxia,NA,NA,157,0,1,7,Normoxia acclimated,F,0.2,0.63,20.5,27,1.98,0.45,0.47,1.026,0.274,0.322,0.091,0.231,Negative,20,28
818,7fl,7,3,Large,NA,1143.533333,NA,NA,NA,1,Recovery,NA,10,10,1,1,7,Normoxia acclimated,F,0.2,0.63,20.5,27,1.98,0.45,0.47,NA,NA,NA,NA,NA,Negative,20,10
819,7fp,7,3,Large,NA,879,NA,NA,NA,1,Normoxia,NA,61,32,1,1,7,Normoxia acclimated,F,0.25,0.99,22.5,31,2.37,0.66,0.55,0.794,0.279,0.263,0.104,0.159,Negative,22,32
820,7fp,7,3,Large,NA,1143.533333,NA,NA,NA,1,Recovery,NA,7,7,1,1,7,Normoxia acclimated,F,0.25,0.99,22.5,31,2.37,0.66,0.55,NA,NA,NA,NA,NA,Negative,22,7
821,7mb,3,1,Large,NA,879,NA,NA,NA,1,Normoxia,NA,NA,NA,NA,NA,7,Normoxia acclimated,M,0.13,0.15,18,19,0.25,0.14,0.09,1.444,0.194,0.384,0.046,0.338,Negative,18,NA
822,7mb,3,1,Large,NA,1143.533333,NA,NA,NA,1,Recovery,NA,NA,NA,NA,NA,7,Normoxia acclimated,M,0.13,0.15,18,19,0.25,0.14,0.09,NA,NA,NA,NA,NA,Negative,18,NA
823,7mg,3,1,Large,NA,879,NA,NA,NA,1,Normoxia,NA,18,128,1,1,7,Normoxia acclimated,M,0.14,0.15,18,19.5,0.12,0.14,0.14,0.957,0.747,0.255,0.178,0.077,Negative,18,18
824,7mg,3,1,Large,NA,1143.533333,NA,NA,NA,1,Recovery,NA,98,51,1,1,7,Normoxia acclimated,M,0.14,0.15,18,19.5,0.12,0.14,0.14,NA,NA,NA,NA,NA,Negative,18,6
825,7ml,4,2,Large,NA,879,NA,NA,NA,1,Normoxia,NA,99,37,1,1,7,Normoxia acclimated,M,0.1,0.1,16,16.5,0,0.11,0.05,1.109,0.514,0.285,0.114,0.171,Negative,16,37
826,7ml,4,2,Large,NA,1143.533333,NA,NA,NA,1,Recovery,NA,NA,44,0,1,7,Normoxia acclimated,M,0.1,0.1,16,16.5,0,0.11,0.05,NA,NA,NA,NA,NA,Negative,16,44
827,7mp,7,3,Large,NA,879,NA,NA,NA,1,Normoxia,NA,5,4,1,1,7,Normoxia acclimated,M,0.15,0.18,19,19.5,0.31,0.17,0.04,0.947,0.362,0.259,0.091,0.168,Negative,19,4
828,7mp,7,3,Large,NA,1143.533333,NA,NA,NA,1,Recovery,NA,6,6,1,1,7,Normoxia acclimated,M,0.15,0.18,19,19.5,0.31,0.17,0.04,NA,NA,NA,NA,NA,Negative,19,6
829,8fb,3,1,Large,NA,874.7333333,NA,NA,NA,1,Hypoxia,NA,NA,NA,NA,NA,8,Hypoxia acclimated,F,0.21,0.35,21.5,25,0.88,0.34,0.26,0.724,0.16,0.218,0.049,0.169,Negative,22,NA
830,8fb,3,1,Large,NA,903.0666667,NA,NA,NA,1,Normoxia,NA,NA,NA,NA,NA,8,Hypoxia acclimated,F,0.21,0.35,21.5,25,0.88,0.34,0.26,1.089,0.283,0.328,0.087,0.241,Negative,22,NA
831,8fb,3,1,Large,NA,936.6666667,NA,NA,NA,3,Recovery,NA,NA,NA,NA,NA,8,Hypoxia acclimated,F,0.21,0.35,21.5,25,0.88,0.34,0.26,NA,NA,NA,NA,NA,Negative,25,NA
832,8fg,4,2,Large,NA,874.7333333,NA,NA,NA,1,Hypoxia,NA,4,4,1,1,8,Hypoxia acclimated,F,0.19,0.7,21,29.5,2.25,0.83,0.59,0.453,0.305,0.155,0.122,0.033,Negative,21,4
833,8fg,4,2,Large,NA,903.0666667,NA,NA,NA,1,Normoxia,NA,100,100,1,1,8,Hypoxia acclimated,F,0.19,0.7,21,29.5,2.25,0.83,0.59,0.599,0.306,0.205,0.122,0.083,Negative,21,5
834,8fg,4,2,Large,NA,936.6666667,NA,NA,NA,3,Recovery,NA,NA,6,0,1,8,Hypoxia acclimated,F,0.19,0.7,21,29.5,2.25,0.83,0.59,NA,NA,NA,NA,NA,Negative,30,6
835,8fl,4,2,Large,NA,874.7333333,NA,NA,NA,1,Hypoxia,NA,48,48,1,1,8,Hypoxia acclimated,F,0.2,0.79,20.5,31,2.37,0.74,0.71,0.539,0.227,0.181,0.088,0.093,Negative,20,7
836,8fl,4,2,Large,NA,903.0666667,NA,NA,NA,1,Normoxia,NA,NA,NA,0,0,8,Hypoxia acclimated,F,0.2,0.79,20.5,31,2.37,0.74,0.71,0.807,0.268,0.271,0.103,0.168,Negative,20,NA
837,8fl,4,2,Large,NA,936.6666667,NA,NA,NA,3,Recovery,NA,NA,6,0,1,8,Hypoxia acclimated,F,0.2,0.79,20.5,31,2.37,0.74,0.71,NA,NA,NA,NA,NA,Negative,31,6
838,8fp,7,3,Large,NA,874.7333333,NA,NA,NA,1,Hypoxia,NA,18,18,1,1,8,Hypoxia acclimated,F,0.2,0.49,22,26,1.54,0.49,0.29,0.474,0.207,0.15,0.071,0.079,Negative,22,18
839,8fp,7,3,Large,NA,903.0666667,NA,NA,NA,1,Normoxia,NA,NA,27,0,1,8,Hypoxia acclimated,F,0.2,0.49,22,26,1.54,0.49,0.29,0.821,0.24,0.26,0.082,0.178,Negative,22,27
840,8fp,7,3,Large,NA,936.6666667,NA,NA,NA,3,Recovery,NA,NA,10,0,1,8,Hypoxia acclimated,F,0.2,0.49,22,26,1.54,0.49,0.29,NA,NA,NA,NA,NA,Negative,26,10
841,8mb,3,1,Large,NA,874.7333333,NA,NA,NA,1,Hypoxia,NA,40,40,1,1,8,Hypoxia acclimated,M,0.11,0.16,18,18.5,0.65,0.11,0.05,0.792,0.187,0.204,0.042,0.162,Negative,18,5
842,8mb,3,1,Large,NA,903.0666667,NA,NA,NA,1,Normoxia,NA,7,5,1,1,8,Hypoxia acclimated,M,0.11,0.16,18,18.5,0.65,0.11,0.05,1.261,0.445,0.325,0.099,0.226,Negative,18,5
843,8mb,3,1,Large,NA,936.6666667,NA,NA,NA,3,Recovery,NA,6,5,1,1,8,Hypoxia acclimated,M,0.11,0.16,18,18.5,0.65,0.11,0.05,NA,NA,NA,NA,NA,Negative,18,5
844,8mg,4,2,Large,NA,874.7333333,NA,NA,NA,1,Hypoxia,NA,6,5,1,1,8,Hypoxia acclimated,M,0.11,0.13,16,18,0.29,0.12,0.2,0.764,0.274,0.199,0.062,0.137,Negative,16,5
845,8mg,4,2,Large,NA,903.0666667,NA,NA,NA,1,Normoxia,NA,NA,142,0,1,8,Hypoxia acclimated,M,0.11,0.13,16,18,0.29,0.12,0.2,1.109,0.487,0.289,0.111,0.178,Negative,16,142
846,8mg,4,2,Large,NA,936.6666667,NA,NA,NA,3,Recovery,NA,101,101,1,1,8,Hypoxia acclimated,M,0.11,0.13,16,18,0.29,0.12,0.2,NA,NA,NA,NA,NA,Negative,18,80
847,8ml,7,3,Large,NA,874.7333333,NA,NA,NA,1,Hypoxia,NA,NA,NA,NA,NA,8,Hypoxia acclimated,M,0.13,0.15,18,19,0.25,0.15,0.09,0.809,0.104,0.217,0.025,0.192,Negative,18,NA
848,8ml,7,3,Large,NA,903.0666667,NA,NA,NA,1,Normoxia,NA,NA,NA,NA,NA,8,Hypoxia acclimated,M,0.13,0.15,18,19,0.25,0.15,0.09,0.989,0.414,0.266,0.101,0.165,Negative,18,NA
849,8ml,7,3,Large,NA,936.6666667,NA,NA,NA,3,Recovery,NA,NA,NA,NA,NA,8,Hypoxia acclimated,M,0.13,0.15,18,19,0.25,0.15,0.09,NA,NA,NA,NA,NA,Negative,19,NA
850,8mp,7,3,Large,NA,874.7333333,NA,NA,NA,1,Hypoxia,NA,46,46,1,1,8,Hypoxia acclimated,M,0.21,0.31,22.5,25,0.67,0.31,0.18,0.577,0.157,0.172,0.047,0.125,Negative,22,5
851,8mp,7,3,Large,NA,903.0666667,NA,NA,NA,1,Normoxia,NA,NA,7,0,1,8,Hypoxia acclimated,M,0.21,0.31,22.5,25,0.67,0.31,0.18,1.013,0.289,0.301,0.087,0.214,Negative,22,7
852,8mp,7,3,Large,NA,936.6666667,NA,NA,NA,3,Recovery,NA,NA,7,0,1,8,Hypoxia acclimated,M,0.21,0.31,22.5,25,0.67,0.31,0.18,NA,NA,NA,NA,NA,Negative,25,7
853,9fb,3,1,Large,NA,871.8,NA,NA,NA,1,Hypoxia,NA,NA,49,0,1,9,Normoxia acclimated,F,0.17,0.44,20.5,26,1.64,0.34,0.41,0.534,0.193,0.161,0.059,0.102,Negative,20,49
854,9fg,4,2,Large,NA,871.8,NA,NA,NA,1,Hypoxia,NA,NA,NA,NA,NA,9,Normoxia acclimated,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,NA,NA
855,9fg,4,2,Large,NA,865.6,NA,NA,NA,2,Normoxia,NA,NA,NA,NA,NA,9,Normoxia acclimated,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,NA,NA
856,9fl,7,3,Large,NA,871.8,NA,NA,NA,1,Hypoxia,NA,NA,44,0,1,9,Normoxia acclimated,F,0.2,0.59,21,28,1.87,0.42,0.5,0.528,0.142,0.164,0.046,0.118,Negative,21,44
857,9fp,7,3,Large,NA,871.8,NA,NA,NA,1,Hypoxia,NA,49,49,1,1,9,Normoxia acclimated,F,0.19,0.82,20,29.5,2.52,0.57,0.67,0.562,0.194,0.182,0.069,0.113,Negative,20,7
858,9mb,3,1,Large,NA,871.8,NA,NA,NA,1,Hypoxia,NA,31,31,1,1,9,Normoxia acclimated,M,0.11,0.12,17,18,0.15,0.12,0.1,0.492,0.136,0.128,0.031,0.097,Negative,17,4
859,9mg,4,2,Large,NA,871.8,NA,NA,NA,1,Hypoxia,NA,NA,38,0,1,9,Normoxia acclimated,M,0.1,0.13,17,18,0.45,0.12,0.1,0.998,0.415,0.26,0.094,0.166,Negative,17,5
860,9ml,4,2,Large,NA,871.8,NA,NA,NA,1,Hypoxia,NA,NA,NA,NA,NA,9,Normoxia acclimated,M,0.12,0.13,19,18.5,0.14,0.13,-0.05,0.555,0.24,0.146,0.056,0.09,Negative,19,NA
861,9mp,7,3,Large,NA,871.8,NA,NA,NA,1,Hypoxia,NA,NA,6,0,1,9,Normoxia acclimated,M,0.13,0.17,18,19,0.46,0.16,0.09,0.676,0.223,0.183,0.055,0.128,Negative,18,6
